client_id,offer_id,response,transaction_date,quantity,cross_sell_count
72,875,accepted,2015-08-17,10,5
51,270,rejected,2019-03-28,8,0
79,693,rejected,2018-03-11,7,0
42,63,accepted,2015-07-04,5,0
17,858,rejected,2023-04-28,4,0
75,28,rejected,2022-01-04,6,0
44,390,accepted,2018-11-14,2,1
46,422,rejected,2022-06-01,2,0
32,254,accepted,2018-07-02,10,4
76,87,rejected,2015-09-26,2,0
40,118,rejected,2015-03-22,2,0
69,334,accepted,2022-05-18,9,2
55,582,rejected,2019-09-22,3,0
35,21,rejected,2021-08-05,3,0
3,325,rejected,2019-05-18,7,0
42,587,accepted,2020-06-23,5,1
13,708,rejected,2018-10-08,6,0
64,515,rejected,2022-06-26,8,0
44,171,rejected,2019-01-28,9,0
56,207,rejected,2023-10-30,1,0
10,861,rejected,2017-05-26,3,0
37,272,accepted,2021-06-07,7,5
52,824,accepted,2023-05-01,7,5
12,735,rejected,2016-01-24,3,0
76,345,accepted,2021-05-09,2,3
68,487,rejected,2018-11-23,7,0
10,668,rejected,2020-08-29,1,0
39,444,rejected,2018-07-07,3,0
26,425,rejected,2022-01-03,4,0
66,465,rejected,2021-02-20,1,0
24,903,accepted,2022-11-20,5,1
67,884,accepted,2020-08-06,3,1
28,677,rejected,2023-04-29,3,0
60,275,rejected,2020-12-22,8,0
79,874,rejected,2019-11-12,6,0
73,745,rejected,2020-11-09,7,0
26,374,rejected,2017-09-11,6,0
20,765,rejected,2018-05-14,6,0
56,421,rejected,2015-09-21,3,0
82,209,rejected,2017-12-29,8,0
37,662,accepted,2022-09-14,7,5
77,242,rejected,2016-04-10,5,0
20,197,accepted,2023-12-09,10,4
40,476,rejected,2019-11-22,9,0
55,663,rejected,2017-04-07,9,0
21,280,accepted,2017-11-24,1,5
36,675,rejected,2022-03-24,7,0
6,987,rejected,2023-10-10,3,0
3,57,rejected,2015-12-10,7,0
41,617,accepted,2015-09-18,7,5
53,919,rejected,2022-05-16,2,0
12,407,rejected,2023-02-14,7,0
18,242,accepted,2023-03-28,1,4
65,956,accepted,2022-06-13,9,2
75,973,rejected,2020-11-21,2,0
33,509,rejected,2017-09-02,8,0
77,126,rejected,2018-07-07,3,0
43,853,rejected,2019-05-17,8,0
96,762,accepted,2019-09-29,3,1
28,148,accepted,2017-05-26,7,1
36,451,rejected,2021-08-11,4,0
8,503,rejected,2022-11-05,6,0
15,325,rejected,2020-04-29,9,0
88,253,rejected,2023-10-18,5,0
19,372,rejected,2019-02-15,9,0
40,22,rejected,2021-10-17,5,0
5,862,rejected,2023-12-17,10,0
7,708,rejected,2022-07-13,8,0
31,260,rejected,2018-06-20,1,0
82,982,rejected,2022-09-07,7,0
16,548,rejected,2019-12-18,4,0
50,9,rejected,2019-05-29,5,0
33,309,accepted,2023-06-27,6,4
31,305,accepted,2016-10-18,1,3
57,647,rejected,2023-08-07,9,0
83,417,rejected,2018-01-27,2,0
11,843,rejected,2020-07-06,9,0
61,755,rejected,2018-09-24,10,0
92,433,rejected,2016-02-16,2,0
21,716,accepted,2015-09-29,9,5
46,431,rejected,2021-02-21,9,0
95,335,rejected,2015-04-23,6,0
98,54,rejected,2017-01-22,6,0
81,455,rejected,2016-07-11,2,0
1,411,accepted,2018-06-05,8,2
41,590,accepted,2016-10-08,7,4
32,529,rejected,2023-08-11,3,0
84,782,accepted,2021-08-30,1,2
88,421,rejected,2018-08-01,2,0
58,490,rejected,2016-06-30,1,0
34,178,rejected,2018-09-03,4,0
37,204,accepted,2019-02-14,8,4
24,403,rejected,2021-05-25,3,0
29,22,rejected,2021-04-06,1,0
83,627,rejected,2015-12-31,4,0
60,204,accepted,2016-11-22,9,4
7,411,rejected,2021-09-25,1,0
34,153,accepted,2019-02-16,2,0
22,970,rejected,2015-02-27,2,0
92,539,rejected,2020-02-02,3,0
87,507,accepted,2023-01-01,7,2
27,196,rejected,2023-10-09,9,0
35,295,rejected,2019-04-14,6,0
17,442,rejected,2021-09-23,3,0
28,844,accepted,2022-08-05,9,0
25,429,accepted,2023-11-20,10,2
19,30,accepted,2017-12-08,1,1
31,633,rejected,2017-10-14,8,0
48,597,rejected,2020-02-20,7,0
11,11,rejected,2018-08-17,2,0
89,408,rejected,2022-12-31,2,0
50,726,rejected,2021-09-12,9,0
33,75,accepted,2015-08-29,6,4
7,341,rejected,2020-04-12,10,0
46,621,rejected,2023-12-31,6,0
77,727,rejected,2015-07-06,9,0
1,260,rejected,2019-04-10,7,0
39,405,rejected,2016-06-25,10,0
72,43,rejected,2017-12-02,10,0
22,516,rejected,2018-10-21,9,0
60,136,accepted,2022-12-19,4,1
68,444,accepted,2016-04-23,8,3
41,46,rejected,2020-08-06,9,0
36,766,rejected,2019-10-28,4,0
37,925,rejected,2021-11-15,8,0
98,949,accepted,2018-07-06,9,4
56,915,accepted,2023-04-07,9,1
63,783,rejected,2021-03-26,4,0
85,652,rejected,2015-08-06,1,0
25,153,accepted,2017-01-20,3,0
5,482,accepted,2022-12-01,4,4
60,447,accepted,2020-07-20,7,4
6,453,rejected,2022-12-14,4,0
72,497,rejected,2016-04-05,2,0
93,888,accepted,2018-12-02,2,4
12,209,rejected,2017-01-09,4,0
22,768,rejected,2018-01-22,10,0
73,913,rejected,2017-05-19,10,0
75,995,accepted,2023-08-08,9,2
74,185,rejected,2015-11-11,9,0
32,787,rejected,2016-01-22,5,0
43,27,accepted,2022-08-19,3,4
16,404,rejected,2016-03-10,10,0
42,158,accepted,2020-02-29,4,4
91,676,rejected,2022-01-17,5,0
35,609,rejected,2018-09-11,10,0
6,672,rejected,2020-01-30,8,0
42,971,rejected,2023-03-27,9,0
73,133,accepted,2015-07-19,4,1
83,290,rejected,2015-08-16,6,0
96,73,rejected,2021-10-02,8,0
49,95,rejected,2016-12-30,7,0
31,989,rejected,2019-06-22,7,0
12,22,rejected,2016-10-29,8,0
50,799,rejected,2022-04-04,7,0
97,978,rejected,2016-05-08,5,0
39,503,rejected,2023-04-03,7,0
40,926,rejected,2016-06-21,10,0
46,682,accepted,2019-02-14,3,4
66,205,rejected,2019-05-09,7,0
61,275,rejected,2019-09-29,9,0
12,775,rejected,2019-02-17,2,0
79,191,rejected,2019-10-11,4,0
12,42,rejected,2020-03-13,7,0
87,230,rejected,2023-01-02,1,0
20,954,rejected,2022-01-22,2,0
83,538,accepted,2020-04-01,9,4
56,82,rejected,2020-05-10,10,0
39,153,rejected,2022-09-03,7,0
39,862,accepted,2019-10-18,10,5
38,583,accepted,2015-11-10,3,1
6,526,accepted,2019-10-07,3,1
53,97,rejected,2023-01-29,6,0
73,833,accepted,2017-11-09,4,4
75,84,rejected,2015-03-08,3,0
15,759,rejected,2017-01-05,6,0
24,864,rejected,2015-12-08,3,0
54,898,rejected,2018-07-09,8,0
76,742,rejected,2022-07-08,9,0
58,639,rejected,2018-10-30,4,0
24,217,accepted,2023-05-18,9,3
78,266,rejected,2016-03-11,7,0
56,548,accepted,2019-06-06,3,5
15,14,accepted,2020-05-08,1,2
59,709,rejected,2022-05-18,6,0
96,617,rejected,2018-05-25,4,0
80,833,rejected,2019-01-17,7,0
89,690,rejected,2022-07-28,3,0
51,824,rejected,2016-05-27,1,0
18,15,accepted,2015-03-07,9,5
90,994,accepted,2015-04-20,8,2
27,493,rejected,2022-04-15,8,0
31,447,rejected,2023-11-10,2,0
69,196,accepted,2023-08-19,4,2
60,152,rejected,2015-03-31,10,0
15,171,rejected,2023-04-15,1,0
90,456,rejected,2020-04-15,7,0
3,881,rejected,2017-09-20,10,0
26,302,rejected,2019-05-24,2,0
7,342,accepted,2022-01-26,4,0
92,443,rejected,2020-07-23,6,0
95,593,rejected,2021-03-20,8,0
38,38,rejected,2020-06-14,2,0
66,606,rejected,2022-08-11,7,0
63,238,rejected,2020-12-03,6,0
3,433,rejected,2021-03-16,9,0
9,275,rejected,2019-09-05,7,0
61,120,rejected,2022-03-31,1,0
45,460,rejected,2015-03-27,8,0
21,295,rejected,2020-04-06,10,0
45,449,accepted,2017-06-18,3,5
76,931,rejected,2021-10-02,2,0
92,673,rejected,2018-04-16,3,0
93,729,rejected,2019-09-04,6,0
87,669,rejected,2023-12-05,3,0
61,819,rejected,2016-10-25,10,0
80,213,accepted,2023-05-27,5,5
12,684,rejected,2016-12-10,8,0
26,161,rejected,2016-02-18,7,0
54,966,rejected,2018-05-28,8,0
31,215,rejected,2015-03-16,3,0
46,903,accepted,2022-08-04,4,5
21,179,rejected,2020-08-24,7,0
5,827,accepted,2019-10-30,9,4
15,633,accepted,2021-04-20,1,4
29,499,accepted,2018-10-25,8,5
46,788,accepted,2021-03-31,4,2
35,918,accepted,2022-09-27,3,5
66,619,rejected,2022-12-03,8,0
7,949,rejected,2023-12-17,7,0
59,986,rejected,2016-03-30,1,0
14,801,rejected,2023-10-09,6,0
14,844,rejected,2020-09-08,7,0
14,172,rejected,2017-04-21,7,0
47,161,rejected,2022-12-10,9,0
57,781,rejected,2023-03-20,10,0
13,158,rejected,2018-10-02,5,0
18,126,rejected,2019-12-04,1,0
54,788,rejected,2017-10-01,2,0
61,350,accepted,2016-12-02,4,4
11,273,rejected,2023-06-19,9,0
54,370,rejected,2017-10-02,1,0
20,772,rejected,2019-09-24,3,0
30,142,rejected,2019-08-21,5,0
53,920,rejected,2020-10-15,3,0
88,371,rejected,2019-12-18,4,0
19,789,accepted,2020-10-20,3,3
9,87,rejected,2019-07-04,1,0
99,169,rejected,2019-05-30,8,0
98,38,rejected,2022-03-12,4,0
20,925,rejected,2022-01-31,7,0
92,819,rejected,2020-10-30,2,0
38,430,rejected,2022-08-20,2,0
90,567,rejected,2023-02-03,6,0
96,322,rejected,2015-02-02,2,0
36,922,rejected,2016-08-24,6,0
90,414,rejected,2017-04-20,2,0
70,640,rejected,2022-04-24,4,0
57,715,rejected,2023-10-07,7,0
84,415,rejected,2018-05-20,8,0
11,38,rejected,2019-05-17,3,0
93,737,rejected,2016-05-31,9,0
67,554,accepted,2016-01-16,2,4
66,566,rejected,2018-10-27,4,0
97,651,accepted,2015-04-25,1,4
70,607,accepted,2023-09-06,1,1
39,744,rejected,2020-08-31,9,0
15,750,accepted,2019-03-08,2,1
34,643,rejected,2016-05-22,6,0
7,775,rejected,2016-05-25,7,0
58,306,rejected,2015-01-22,7,0
59,348,rejected,2023-05-13,9,0
75,580,rejected,2022-01-15,6,0
86,547,rejected,2017-08-15,8,0
45,307,accepted,2023-10-20,6,1
92,587,rejected,2023-01-04,1,0
49,533,rejected,2016-03-07,5,0
42,529,rejected,2023-09-24,9,0
47,466,accepted,2022-12-24,8,5
55,849,rejected,2016-01-13,4,0
8,436,rejected,2020-05-04,5,0
28,457,accepted,2022-08-04,5,5
68,413,rejected,2020-10-26,3,0
100,405,rejected,2021-07-21,5,0
64,652,rejected,2019-12-08,2,0
89,954,rejected,2023-03-17,10,0
54,844,accepted,2020-09-02,1,2
17,497,rejected,2016-06-13,1,0
91,526,rejected,2016-04-28,10,0
89,218,rejected,2015-05-14,7,0
96,161,rejected,2019-02-21,2,0
16,617,rejected,2016-03-27,4,0
16,379,rejected,2015-06-14,5,0
67,157,accepted,2018-06-02,7,1
48,311,accepted,2015-04-25,6,0
19,146,rejected,2019-09-24,7,0
7,960,rejected,2018-03-07,9,0
28,188,rejected,2020-06-25,5,0
1,126,rejected,2015-10-04,5,0
6,428,rejected,2018-06-22,4,0
73,464,rejected,2023-10-06,3,0
49,487,rejected,2021-10-16,9,0
17,781,accepted,2022-02-19,5,0
59,780,rejected,2020-01-14,5,0
20,888,rejected,2016-01-01,10,0
80,681,rejected,2019-05-06,9,0
30,922,rejected,2021-01-24,2,0
6,982,rejected,2019-12-20,9,0
95,285,rejected,2016-11-09,4,0
91,26,rejected,2023-12-06,6,0
99,725,rejected,2022-03-27,6,0
16,660,rejected,2017-02-27,6,0
80,555,rejected,2015-08-05,2,0
73,535,accepted,2020-05-03,7,4
65,919,accepted,2022-05-20,6,2
69,185,rejected,2018-01-31,1,0
27,252,rejected,2021-07-01,2,0
57,87,rejected,2021-10-21,7,0
42,412,rejected,2020-07-06,1,0
3,349,rejected,2019-08-27,1,0
4,881,rejected,2019-04-14,1,0
33,94,accepted,2016-02-11,8,3
70,173,accepted,2017-01-18,4,4
33,787,accepted,2018-06-10,2,2
53,695,accepted,2021-11-21,1,3
42,186,accepted,2015-08-28,10,0
39,400,accepted,2016-08-06,7,3
53,915,rejected,2019-03-19,6,0
16,54,accepted,2023-06-08,2,1
77,601,accepted,2020-09-14,10,0
97,517,rejected,2016-04-16,8,0
35,63,rejected,2021-03-15,2,0
53,68,rejected,2019-07-28,6,0
82,240,rejected,2015-03-18,1,0
35,568,rejected,2022-07-28,5,0
13,253,rejected,2022-04-22,7,0
17,312,rejected,2020-01-01,10,0
11,867,rejected,2017-04-13,1,0
19,383,rejected,2016-11-19,2,0
32,551,rejected,2021-03-23,7,0
58,43,accepted,2020-03-18,6,2
80,297,rejected,2016-11-16,10,0
1,62,rejected,2020-05-29,2,0
35,613,accepted,2022-08-17,10,3
49,360,rejected,2017-05-21,3,0
75,861,rejected,2015-07-06,7,0
21,757,rejected,2015-10-14,8,0
39,92,rejected,2016-05-18,2,0
18,743,rejected,2018-02-18,10,0
56,216,rejected,2023-12-30,7,0
41,906,rejected,2018-11-04,8,0
82,268,rejected,2022-12-08,6,0
58,280,accepted,2018-08-10,6,1
44,216,rejected,2021-09-21,1,0
43,17,rejected,2016-07-01,4,0
83,945,accepted,2020-05-05,1,3
1,924,accepted,2016-12-11,2,2
53,570,rejected,2022-11-20,5,0
63,781,rejected,2015-11-29,10,0
84,667,accepted,2015-05-07,9,2
86,456,rejected,2018-12-16,10,0
49,848,rejected,2019-05-04,3,0
23,860,rejected,2022-10-26,8,0
2,128,rejected,2017-03-01,3,0
57,10,accepted,2015-03-23,6,3
98,288,rejected,2022-12-14,8,0
46,197,accepted,2021-11-17,6,0
81,311,rejected,2017-06-24,6,0
30,506,rejected,2015-05-31,1,0
36,505,rejected,2022-12-05,1,0
78,215,accepted,2022-02-28,8,2
51,114,rejected,2021-05-20,6,0
65,506,accepted,2017-03-04,9,3
85,757,rejected,2022-08-27,3,0
78,579,accepted,2021-08-06,6,2
17,764,accepted,2017-11-29,4,5
73,877,accepted,2020-11-12,3,0
94,802,accepted,2022-08-09,10,1
3,994,rejected,2020-12-22,1,0
79,259,rejected,2020-02-03,2,0
1,961,rejected,2022-07-20,7,0
84,54,rejected,2018-08-16,10,0
56,865,rejected,2018-01-27,1,0
16,697,rejected,2020-07-22,6,0
47,530,rejected,2023-02-02,7,0
29,49,accepted,2019-09-17,9,5
69,460,rejected,2019-05-25,8,0
25,343,accepted,2021-05-31,6,2
4,756,accepted,2022-09-25,8,2
55,981,accepted,2017-10-20,9,3
26,169,rejected,2015-09-15,2,0
81,641,accepted,2020-05-19,3,1
56,828,accepted,2023-12-10,1,3
81,958,rejected,2017-10-22,5,0
32,111,rejected,2018-10-27,6,0
7,842,rejected,2023-11-27,5,0
31,967,accepted,2021-09-23,1,2
80,450,rejected,2022-01-05,1,0
58,593,accepted,2015-09-06,5,4
5,387,rejected,2022-10-11,6,0
9,802,accepted,2023-12-31,8,1
57,57,rejected,2022-01-08,1,0
56,68,accepted,2015-08-17,4,1
72,54,accepted,2019-04-12,1,0
52,99,rejected,2019-08-11,7,0
30,886,rejected,2022-05-26,7,0
80,11,rejected,2020-03-16,5,0
55,902,rejected,2016-02-19,7,0
44,667,rejected,2023-10-12,2,0
4,465,rejected,2021-08-04,4,0
25,111,accepted,2021-09-03,7,2
92,70,rejected,2017-03-04,2,0
74,130,rejected,2017-11-15,10,0
46,432,rejected,2021-12-18,2,0
57,191,accepted,2023-12-09,1,4
6,62,accepted,2021-07-22,6,5
56,526,rejected,2023-06-17,9,0
46,319,rejected,2021-01-25,4,0
100,150,accepted,2018-06-18,1,5
78,352,accepted,2015-02-03,5,1
67,601,rejected,2016-08-15,6,0
8,244,rejected,2021-04-10,3,0
7,433,rejected,2017-03-31,2,0
82,931,accepted,2015-10-08,6,4
44,194,rejected,2022-10-16,1,0
89,479,rejected,2018-09-18,7,0
75,580,rejected,2021-11-28,7,0
39,429,rejected,2016-03-05,10,0
59,898,rejected,2015-06-22,7,0
64,225,rejected,2022-03-01,10,0
29,710,accepted,2021-12-30,1,3
28,245,rejected,2023-08-14,7,0
43,827,rejected,2017-04-20,9,0
52,189,rejected,2015-01-28,5,0
47,11,accepted,2015-05-03,2,1
72,118,accepted,2019-12-09,1,5
25,647,rejected,2023-08-02,7,0
47,45,rejected,2017-03-26,10,0
26,291,accepted,2017-12-09,3,2
93,179,rejected,2021-03-21,7,0
32,183,accepted,2016-12-22,2,0
34,933,accepted,2022-08-06,9,0
18,389,rejected,2016-03-30,7,0
44,959,accepted,2020-02-12,7,2
31,379,rejected,2022-05-31,10,0
22,964,rejected,2023-12-17,2,0
80,903,rejected,2022-12-22,7,0
9,122,accepted,2016-06-19,9,0
25,197,rejected,2022-10-15,4,0
48,326,rejected,2022-02-18,6,0
32,944,accepted,2021-11-28,7,1
76,194,rejected,2018-04-19,7,0
20,336,accepted,2022-01-22,10,1
36,894,accepted,2020-09-12,4,4
75,908,rejected,2023-02-27,1,0
11,804,rejected,2022-06-10,1,0
79,67,accepted,2019-05-09,10,2
97,904,rejected,2020-09-16,10,0
48,511,rejected,2017-01-03,3,0
42,730,rejected,2022-10-15,8,0
62,733,rejected,2020-04-24,9,0
35,596,rejected,2023-11-13,1,0
75,666,accepted,2017-06-18,2,1
26,463,rejected,2019-06-10,2,0
28,314,rejected,2019-03-25,4,0
74,161,rejected,2019-03-13,2,0
33,564,accepted,2023-06-06,7,4
11,303,rejected,2018-12-11,9,0
30,598,accepted,2020-09-29,7,3
80,345,rejected,2020-03-30,6,0
56,419,rejected,2020-07-30,10,0
41,280,rejected,2017-01-05,1,0
57,240,accepted,2015-11-07,10,0
46,924,accepted,2020-08-17,5,2
66,560,rejected,2023-10-24,5,0
36,949,accepted,2016-04-30,6,0
10,369,accepted,2017-03-31,8,5
43,202,rejected,2017-10-21,8,0
39,764,rejected,2022-08-31,1,0
36,196,rejected,2016-07-18,1,0
97,734,rejected,2017-12-05,8,0
2,789,accepted,2018-11-20,5,0
52,969,rejected,2021-07-03,2,0
97,672,accepted,2022-05-03,9,3
66,780,rejected,2019-06-17,8,0
30,233,rejected,2017-05-09,9,0
61,240,rejected,2023-10-25,4,0
71,776,rejected,2020-03-04,1,0
44,811,accepted,2017-02-08,1,4
55,789,rejected,2019-09-07,2,0
27,450,rejected,2021-04-06,8,0
4,384,accepted,2016-06-09,10,2
40,966,rejected,2020-08-09,5,0
85,855,rejected,2017-07-12,5,0
54,436,rejected,2019-07-11,2,0
98,798,rejected,2018-05-12,7,0
42,602,accepted,2023-10-22,8,1
5,945,accepted,2018-09-14,1,1
73,645,rejected,2021-10-25,10,0
74,888,rejected,2019-04-11,4,0
27,972,rejected,2020-12-29,5,0
50,193,rejected,2018-09-08,2,0
73,986,rejected,2018-06-01,1,0
12,176,accepted,2021-03-14,9,5
23,33,rejected,2021-10-07,1,0
63,28,accepted,2015-10-12,4,1
50,291,accepted,2018-04-07,4,2
85,537,accepted,2015-08-24,9,4
48,531,accepted,2018-08-31,5,2
53,401,accepted,2016-03-29,10,3
17,550,rejected,2023-05-02,10,0
9,399,rejected,2017-04-25,9,0
17,892,accepted,2019-11-06,10,1
91,681,rejected,2021-10-08,1,0
74,962,rejected,2017-04-11,2,0
65,734,rejected,2018-02-02,5,0
26,8,rejected,2019-12-31,3,0
9,845,rejected,2017-10-08,2,0
68,337,rejected,2020-07-03,1,0
59,474,rejected,2023-04-08,10,0
12,295,rejected,2020-02-13,3,0
45,718,rejected,2023-11-20,1,0
39,401,rejected,2016-12-18,1,0
54,256,accepted,2021-12-05,1,2
94,443,rejected,2022-05-23,1,0
24,716,rejected,2019-05-31,7,0
90,969,accepted,2016-10-08,10,2
36,904,rejected,2018-04-10,8,0
86,939,accepted,2023-02-23,4,3
93,924,accepted,2020-07-14,5,5
53,781,rejected,2019-02-19,7,0
10,774,accepted,2023-08-06,4,4
100,334,rejected,2016-11-06,6,0
33,213,rejected,2020-03-08,1,0
4,75,rejected,2022-07-30,1,0
96,473,rejected,2023-05-14,9,0
52,877,accepted,2015-06-04,10,5
2,257,accepted,2016-07-13,10,4
42,687,rejected,2020-06-08,7,0
60,70,accepted,2022-05-15,6,3
32,731,rejected,2016-07-28,7,0
61,841,accepted,2016-10-22,9,5
22,859,accepted,2016-02-16,10,1
23,302,accepted,2023-04-25,7,0
51,173,accepted,2023-07-25,10,0
2,694,accepted,2019-12-10,4,2
46,183,accepted,2015-05-22,4,3
87,546,accepted,2022-10-24,10,2
7,857,rejected,2020-11-11,2,0
83,679,rejected,2016-02-26,1,0
50,707,rejected,2015-08-03,10,0
77,5,accepted,2019-03-26,1,4
99,207,rejected,2019-03-15,8,0
31,205,accepted,2019-09-24,2,3
4,15,rejected,2017-02-26,10,0
88,686,accepted,2016-01-31,5,3
86,172,rejected,2015-06-30,4,0
54,525,accepted,2018-09-01,8,1
42,576,rejected,2022-01-02,10,0
27,957,rejected,2019-10-19,9,0
16,238,accepted,2018-12-31,7,4
42,178,accepted,2022-05-02,7,0
41,13,rejected,2020-02-23,2,0
29,68,rejected,2018-02-14,4,0
84,639,rejected,2015-10-03,4,0
28,421,rejected,2021-09-18,3,0
64,105,rejected,2023-11-16,7,0
73,176,accepted,2016-01-24,8,1
77,333,rejected,2022-10-23,4,0
50,695,rejected,2023-08-26,3,0
89,137,rejected,2022-02-15,2,0
98,906,rejected,2022-06-22,6,0
62,70,rejected,2021-10-28,4,0
75,460,rejected,2022-03-08,6,0
95,239,rejected,2022-11-26,2,0
2,239,accepted,2023-07-06,4,2
16,317,accepted,2019-10-22,6,5
97,250,rejected,2015-09-03,5,0
18,384,rejected,2017-04-07,3,0
20,385,accepted,2015-06-05,8,2
31,946,rejected,2019-12-23,6,0
95,899,rejected,2018-02-13,4,0
41,660,rejected,2015-06-12,5,0
67,811,rejected,2022-04-08,5,0
37,769,accepted,2023-03-21,7,2
43,351,accepted,2021-01-18,5,2
7,929,rejected,2017-10-14,3,0
88,713,rejected,2021-10-26,10,0
49,534,rejected,2019-12-17,5,0
81,7,accepted,2020-07-06,7,4
9,977,accepted,2022-02-11,5,0
19,961,accepted,2016-01-11,3,4
23,607,rejected,2023-12-02,6,0
27,242,rejected,2019-10-12,1,0
93,479,rejected,2023-02-03,10,0
26,251,rejected,2021-10-17,5,0
32,311,accepted,2020-01-11,8,4
82,207,accepted,2023-10-06,9,2
62,82,rejected,2019-01-12,6,0
51,387,accepted,2019-12-13,8,1
55,518,rejected,2019-11-11,8,0
98,160,rejected,2023-11-25,3,0
62,21,rejected,2019-10-17,7,0
11,778,rejected,2018-05-14,7,0
77,551,accepted,2023-02-24,10,3
23,264,rejected,2018-06-06,6,0
59,291,rejected,2021-10-18,7,0
62,74,rejected,2023-01-07,2,0
61,201,accepted,2017-02-15,9,1
1,14,rejected,2023-03-11,10,0
93,384,rejected,2019-08-31,1,0
51,994,rejected,2019-04-23,1,0
63,316,rejected,2021-08-06,3,0
10,419,rejected,2016-05-24,3,0
50,955,rejected,2017-03-06,1,0
98,447,rejected,2023-08-26,7,0
97,740,rejected,2022-12-14,4,0
63,651,rejected,2022-10-23,10,0
8,667,rejected,2019-10-03,2,0
95,253,accepted,2015-05-22,10,4
47,647,rejected,2015-04-26,6,0
90,682,rejected,2017-12-06,9,0
78,467,rejected,2016-08-26,4,0
33,254,rejected,2022-06-07,2,0
21,13,accepted,2016-01-14,5,2
83,729,rejected,2019-06-17,2,0
91,601,rejected,2015-11-26,1,0
67,932,accepted,2019-09-29,10,1
22,850,rejected,2022-10-04,6,0
39,513,rejected,2022-05-21,8,0
49,601,rejected,2019-08-13,3,0
97,898,rejected,2015-12-31,9,0
14,652,rejected,2023-12-11,9,0
45,834,accepted,2023-05-25,2,1
27,953,rejected,2022-11-03,5,0
40,7,rejected,2020-07-07,4,0
1,100,accepted,2022-10-23,10,4
54,538,rejected,2018-03-27,4,0
94,442,accepted,2019-03-15,8,3
24,721,accepted,2020-06-15,10,3
24,515,rejected,2020-01-20,6,0
73,834,accepted,2017-04-03,2,4
8,768,accepted,2023-07-07,6,4
25,266,rejected,2019-08-02,2,0
57,642,rejected,2016-03-23,7,0
82,171,accepted,2015-12-18,4,0
49,128,accepted,2018-11-02,1,1
4,600,accepted,2020-06-10,6,5
87,779,accepted,2015-09-08,6,4
35,770,rejected,2022-06-18,6,0
75,809,rejected,2016-02-01,10,0
28,535,rejected,2019-03-19,7,0
78,533,rejected,2023-07-16,10,0
35,955,rejected,2023-06-28,6,0
44,619,rejected,2019-02-27,1,0
88,912,rejected,2018-07-15,3,0
31,964,rejected,2019-06-21,2,0
49,626,accepted,2018-12-29,6,2
43,826,accepted,2020-02-15,10,4
90,412,rejected,2016-07-22,8,0
4,617,accepted,2020-12-13,6,4
36,974,rejected,2017-10-15,9,0
48,463,rejected,2022-05-22,7,0
61,528,rejected,2017-02-08,8,0
1,654,rejected,2018-08-12,1,0
3,649,rejected,2015-07-07,2,0
95,334,rejected,2017-08-14,8,0
78,497,rejected,2021-11-14,9,0
11,357,rejected,2020-05-04,4,0
85,878,rejected,2016-02-16,10,0
94,395,accepted,2017-03-10,10,5
92,147,rejected,2021-05-31,9,0
92,517,accepted,2020-08-01,4,1
12,309,rejected,2021-02-25,10,0
60,173,rejected,2016-04-18,10,0
62,679,rejected,2017-09-23,9,0
28,175,rejected,2022-05-26,7,0
90,92,accepted,2023-01-10,2,0
4,165,rejected,2018-08-30,4,0
50,785,accepted,2023-01-24,8,5
33,682,rejected,2022-07-09,7,0
16,682,accepted,2020-12-29,7,0
82,743,rejected,2023-12-03,5,0
89,341,rejected,2021-06-17,2,0
99,947,rejected,2022-03-22,2,0
44,387,rejected,2023-05-02,1,0
95,743,rejected,2022-03-15,5,0
72,990,rejected,2017-08-13,2,0
29,266,accepted,2015-12-26,4,2
15,92,rejected,2021-08-22,3,0
25,763,rejected,2021-06-04,2,0
48,131,rejected,2019-04-07,6,0
74,755,accepted,2015-09-11,2,5
76,549,accepted,2019-05-09,8,4
55,328,rejected,2023-12-11,5,0
87,957,rejected,2020-10-29,10,0
85,617,rejected,2016-03-12,7,0
51,10,rejected,2020-03-01,4,0
41,149,rejected,2018-04-30,1,0
29,512,rejected,2016-08-26,2,0
77,291,accepted,2022-06-18,10,1
90,36,rejected,2018-06-19,4,0
65,706,accepted,2022-12-03,1,4
74,490,rejected,2017-06-02,8,0
64,299,rejected,2019-03-23,9,0
8,830,rejected,2023-01-14,4,0
27,869,rejected,2017-07-10,10,0
90,754,accepted,2023-09-14,3,1
23,878,rejected,2019-05-24,5,0
39,835,rejected,2016-10-14,3,0
3,562,rejected,2019-09-27,10,0
87,485,rejected,2023-07-01,7,0
51,401,accepted,2023-02-24,6,0
37,290,rejected,2017-03-10,8,0
90,877,rejected,2016-02-03,2,0
17,332,rejected,2021-07-05,5,0
7,871,rejected,2018-05-30,9,0
59,671,accepted,2016-07-17,8,1
57,713,rejected,2016-08-16,9,0
27,224,rejected,2017-03-12,5,0
95,667,accepted,2023-02-21,10,5
74,105,rejected,2016-08-27,6,0
49,974,rejected,2022-08-15,3,0
22,949,accepted,2018-12-27,3,1
61,184,rejected,2016-04-25,8,0
66,666,rejected,2019-11-12,10,0
20,643,rejected,2017-09-30,10,0
5,122,accepted,2020-06-24,2,2
39,705,rejected,2016-12-07,2,0
84,764,rejected,2022-10-04,5,0
86,675,accepted,2020-03-14,6,3
84,392,accepted,2022-04-29,2,4
57,377,accepted,2016-04-22,7,1
11,125,rejected,2022-07-02,10,0
66,231,accepted,2021-06-04,8,3
